trace,s,E,b,hits,misses,evictions,hit_rate,miss_rate
traces/long.trace,4,6,4,266475,20489,20393,0.9286008001003611,0.07139919989963898
traces/long.trace,4,6,5,268525,18439,18343,0.9357445533237618,0.06425544667623813
traces/long.trace,4,6,6,281744,5220,5124,0.9818095649628524,0.018190435037147516
traces/long.trace,4,7,2,253921,33043,32931,0.8848531523117883,0.11514684768821176
traces/long.trace,4,7,3,262374,24590,24478,0.9143098088958894,0.08569019110411062
traces/long.trace,4,7,4,266475,20489,20377,0.9286008001003611,0.07139919989963898
traces/long.trace,4,7,5,268525,18439,18327,0.9357445533237618,0.06425544667623813
traces/long.trace,4,7,6,281769,5195,5083,0.9818966839046013,0.018103316095398725
traces/long.trace,4,8,2,253921,33043,32915,0.8848531523117883,0.11514684768821176
traces/long.trace,4,8,3,266214,20750,20622,0.9276912783485036,0.07230872165149635
traces/long.trace,4,8,4,275211,11753,11625,0.9590436431050585,0.04095635689494152
traces/long.trace,4,8,5,278605,8359,8231,0.9708709106368744,0.02912908936312569
traces/long.trace,4,8,6,281776,5188,5060,0.9819210772082909,0.018078922791709064
traces/long.trace,5,1,2,244993,41971,41939,0.85374123583446,0.14625876416553993
traces/long.trace,5,1,3,254582,32382,32350,0.8871565771316262,0.11284342286837373
traces/long.trace,5,1,4,261951,25013,24981,0.9128357564014998,0.08716424359850015
traces/long.trace,5,1,5,265189,21775,21743,0.9241194017368032,0.07588059826319678
traces/long.trace,5,1,6,266033,20931,20899,0.9270605372102424,0.0729394627897576
traces/long.trace,5,2,2,253921,33043,32979,0.8848531523117883,0.11514684768821176
traces/long.trace,5,2,3,262230,24734,24670,0.9138080037914164,0.08619199620858366
traces/long.trace,5,2,4,266391,20573,20509,0.928308080456085,0.07169191954391492
traces/long.trace,5,2,5,268469,18495,18431,0.9355494068942446,0.06445059310575543
traces/long.trace,5,2,6,280166,6798,6734,0.9763106173596688,0.023689382640331193
traces/long.trace,5,3,2,254049,32915,32819,0.885299201293542,0.11470079870645795
traces/long.trace,5,3,3,262374,24590,24494,0.9143098088958894,0.08569019110411062
traces/long.trace,5,3,4,266475,20489,20393,0.9286008001003611,0.07139919989963898
traces/long.trace,5,3,5,268525,18439,18343,0.9357445533237618,0.06425544667623813
traces/long.trace,5,3,6,281712,5252,5156,0.9816980527174141,0.018301947282585967
traces/long.trace,5,4,2,254049,32915,32787,0.885299201293542,0.11470079870645795
traces/long.trace,5,4,3,262374,24590,24462,0.9143098088958894,0.08569019110411062
traces/long.trace,5,4,4,266475,20489,20361,0.9286008001003611,0.07139919989963898
traces/long.trace,5,4,5,279354,7610,7482,0.9734809941316681,0.026519005868331915
traces/long.trace,5,4,6,281769,5195,5067,0.9818966839046013,0.018103316095398725
traces/long.trace,5,5,2,254049,32915,32755,0.885299201293542,0.11470079870645795
traces/long.trace,5,5,3,262374,24590,24430,0.9143098088958894,0.08569019110411062
traces/long.trace,5,5,4,266475,20489,20329,0.9286008001003611,0.07139919989963898
traces/long.trace,5,5,5,280769,6195,6035,0.9784119262346497,0.02158807376535036
traces/long.trace,5,5,6,281840,5124,4964,0.9821441016991679,0.01785589830083216
traces/long.trace,5,6,2,254049,32915,32723,0.885299201293542,0.11470079870645795
traces/long.trace,5,6,3,262374,24590,24398,0.9143098088958894,0.08569019110411062
traces/long.trace,5,6,4,266475,20489,20297,0.9286008001003611,0.07139919989963898
traces/long.trace,5,6,5,280813,6151,5959,0.9785652555721275,0.021434744427872486
traces/long.trace,5,6,6,281840,5124,4932,0.9821441016991679,0.01785589830083216
traces/long.trace,5,7,2,254049,32915,32691,0.885299201293542,0.11470079870645795
traces/long.trace,5,7,3,262374,24590,24366,0.9143098088958894,0.08569019110411062
traces/long.trace,5,7,4,266475,20489,20265,0.9286008001003611,0.07139919989963898
traces/long.trace,5,7,5,280813,6151,5927,0.9785652555721275,0.021434744427872486
traces/long.trace,5,7,6,281840,5124,4900,0.9821441016991679,0.01785589830083216
traces/long.trace,5,8,2,254049,32915,32659,0.885299201293542,0.11470079870645795
traces/long.trace,5,8,3,268198,18766,18510,0.9346050375656877,0.06539496243431232
traces/long.trace,5,8,4,276915,10049,9793,0.9649816701746561,0.03501832982534395
traces/long.trace,5,8,5,280813,6151,5895,0.9785652555721275,0.021434744427872486
traces/long.trace,5,8,6,281840,5124,4868,0.9821441016991679,0.01785589830083216
traces/long.trace,6,1,2,249545,37419,37355,0.8696038527480799,0.1303961472519201
traces/long.trace,6,1,3,258442,28522,28458,0.9006077417376396,0.09939225826236044
traces/long.trace,6,1,4,264189,22775,22711,0.9206346440668516,0.0793653559331484
traces/long.trace,6,1,5,266841,20123,20059,0.9298762214075633,0.07012377859243668
traces/long.trace,6,1,6,279243,7721,7657,0.9730941860303034,0.026905813969696546
traces/long.trace,6,2,2,254081,32883,32755,0.8854107135389805,0.1145892864610195
traces/long.trace,6,2,3,262338,24626,24498,0.9141843576197711,0.08581564238022887
traces/long.trace,6,2,4,266457,20507,20379,0.9285380744623019,0.0714619255376981
traces/long.trace,6,2,5,280042,6922,6794,0.9758785074085948,0.024121492591405194
traces/long.trace,6,2,6,281744,5220,5092,0.9818095649628524,0.018190435037147516
traces/long.trace,6,3,2,254113,32851,32659,0.885522225784419,0.11447777421558104
traces/long.trace,6,3,3,262374,24590,24398,0.9143098088958894,0.08569019110411062
traces/long.trace,6,3,4,266475,20489,20297,0.9286008001003611,0.07139919989963898
traces/long.trace,6,3,5,280805,6159,5967,0.9785373775107679,0.0214626224892321
traces/long.trace,6,3,6,281836,5128,4936,0.9821301626684881,0.017869837331511967
traces/long.trace,6,4,2,254113,32851,32595,0.885522225784419,0.11447777421558104
traces/long.trace,6,4,3,262374,24590,24334,0.9143098088958894,0.08569019110411062
traces/long.trace,6,4,4,277667,9297,9041,0.9676022079424597,0.03239779205754032
traces/long.trace,6,4,5,280813,6151,5895,0.9785652555721275,0.021434744427872486
traces/long.trace,6,4,6,281840,5124,4868,0.9821441016991679,0.01785589830083216
traces/long.trace,6,5,2,254113,32851,32531,0.885522225784419,0.11447777421558104
traces/long.trace,6,5,3,262374,24590,24270,0.9143098088958894,0.08569019110411062
traces/long.trace,6,5,4,278740,8224,7904,0.9713413529223178,0.028658647077682217
traces/long.trace,6,5,5,280813,6151,5831,0.9785652555721275,0.021434744427872486
traces/long.trace,6,5,6,281840,5124,4804,0.9821441016991679,0.01785589830083216
traces/long.trace,6,6,2,254113,32851,32467,0.885522225784419,0.11447777421558104
traces/long.trace,6,6,3,262374,24590,24206,0.9143098088958894,0.08569019110411062
traces/long.trace,6,6,4,278763,8201,7817,0.9714215023487267,0.02857849765127333
traces/long.trace,6,6,5,280813,6151,5767,0.9785652555721275,0.021434744427872486
traces/long.trace,6,6,6,281840,5124,4740,0.9821441016991679,0.01785589830083216
traces/long.trace,6,7,2,254113,32851,32403,0.885522225784419,0.11447777421558104
traces/long.trace,6,7,3,262374,24590,24142,0.9143098088958894,0.08569019110411062
traces/long.trace,6,7,4,278763,8201,7753,0.9714215023487267,0.02857849765127333
traces/long.trace,6,7,5,280813,6151,5703,0.9785652555721275,0.021434744427872486
traces/long.trace,6,7,6,281840,5124,4676,0.9821441016991679,0.01785589830083216
traces/long.trace,6,8,2,254113,32851,32339,0.885522225784419,0.11447777421558104
traces/long.trace,6,8,3,269334,17630,17118,0.9385637222787527,0.06143627772124727
traces/long.trace,6,8,4,278763,8201,7689,0.9714215023487267,0.02857849765127333
traces/long.trace,6,8,5,280813,6151,5639,0.9785652555721275,0.021434744427872486
traces/long.trace,6,8,6,281840,5124,4612,0.9821441016991679,0.01785589830083216
traces/long.trace,7,1,2,251851,35113,34985,0.8776397039349884,0.12236029606501164
traces/long.trace,7,1,3,260396,26568,26440,0.907416958224725,0.09258304177527495
traces/long.trace,7,1,4,265326,21638,21510,0.9245968135375866,0.07540318646241341
traces/long.trace,7,1,5,279585,7379,7251,0.9742859731534269,0.02571402684657309
traces/long.trace,7,1,6,280501,6463,6335,0.9774780111791026,0.022521988820897395
traces/long.trace,7,2,2,254137,32827,32571,0.8856058599684978,0.11439414003150221
traces/long.trace,7,2,3,262368,24596,24340,0.9142889003498696,0.08571109965013032
traces/long.trace,7,2,4,278189,8775,8519,0.9694212514461744,0.030578748553825568
traces/long.trace,7,2,5,280809,6155,5899,0.9785513165414477,0.021448683458552293
traces/long.trace,7,2,6,281834,5130,4874,0.9821231931531481,0.01787680684685187
traces/long.trace,7,3,2,254145,32819,32435,0.8856337380298575,0.1143662619701426
traces/long.trace,7,3,3,262374,24590,24206,0.9143098088958894,0.08569019110411062
traces/long.trace,7,3,4,278759,8205,7821,0.9714075633180469,0.02859243668195314
traces/long.trace,7,3,5,280813,6151,5767,0.9785652555721275,0.021434744427872486
traces/long.trace,7,3,6,281840,5124,4740,0.9821441016991679,0.01785589830083216
traces/long.trace,7,4,2,254145,32819,32307,0.8856337380298575,0.1143662619701426
traces/long.trace,7,4,3,269877,17087,16575,0.9404559456935365,0.05954405430646353
traces/long.trace,7,4,4,278763,8201,7689,0.9714215023487267,0.02857849765127333
traces/long.trace,7,4,5,280813,6151,5639,0.9785652555721275,0.021434744427872486
traces/long.trace,7,4,6,281840,5124,4612,0.9821441016991679,0.01785589830083216
traces/long.trace,7,5,2,254145,32819,32179,0.8856337380298575,0.1143662619701426
traces/long.trace,7,5,3,270553,16411,15771,0.9428116418784238,0.05718835812157622
traces/long.trace,7,5,4,278763,8201,7561,0.9714215023487267,0.02857849765127333
traces/long.trace,7,5,5,280813,6151,5511,0.9785652555721275,0.021434744427872486
traces/long.trace,7,5,6,281840,5124,4484,0.9821441016991679,0.01785589830083216
traces/long.trace,7,6,2,254145,32819,32051,0.8856337380298575,0.1143662619701426
traces/long.trace,7,6,3,270566,16398,15630,0.9428569437281331,0.05714305627186685
traces/long.trace,7,6,4,278763,8201,7433,0.9714215023487267,0.02857849765127333
traces/long.trace,7,6,5,280813,6151,5383,0.9785652555721275,0.021434744427872486
traces/long.trace,7,6,6,281840,5124,4356,0.9821441016991679,0.01785589830083216
traces/long.trace,7,7,2,254145,32819,31923,0.8856337380298575,0.1143662619701426
traces/long.trace,7,7,3,270566,16398,15502,0.9428569437281331,0.05714305627186685
traces/long.trace,7,7,4,278763,8201,7305,0.9714215023487267,0.02857849765127333
traces/long.trace,7,7,5,280813,6151,5255,0.9785652555721275,0.021434744427872486
traces/long.trace,7,7,6,281840,5124,4228,0.9821441016991679,0.01785589830083216
traces/long.trace,7,8,2,254145,32819,31795,0.8856337380298575,0.1143662619701426
traces/long.trace,7,8,3,270566,16398,15374,0.9428569437281331,0.05714305627186685
traces/long.trace,7,8,4,278763,8201,7177,0.9714215023487267,0.02857849765127333
traces/long.trace,7,8,5,280813,6151,5127,0.9785652555721275,0.021434744427872486
traces/long.trace,7,8,6,283998,2966,1942,0.9896642087509234,0.01033579124907654
traces/long.trace,8,1,2,252997,33967,33711,0.881633236224753,0.11836676377524707
traces/long.trace,8,1,3,261355,25609,25353,0.9107588408302086,0.08924115916979133
traces/long.trace,8,1,4,277994,8970,8714,0.9687417237005339,0.031258276299466134
traces/long.trace,8,1,5,280207,6757,6501,0.9764534924241368,0.023546507575863174
traces/long.trace,8,1,6,281074,5890,5634,0.9794747773239849,0.02052522267601511
traces/long.trace,8,2,2,254141,32823,32311,0.8856197989991776,0.1143802010008224
traces/long.trace,8,2,3,270186,16778,16266,0.9415327358135516,0.05846726418644847
traces/long.trace,8,2,4,278762,8202,7690,0.9714180175910567,0.02858198240894328
traces/long.trace,8,2,5,280811,6153,5641,0.9785582860567876,0.021441713943212388
traces/long.trace,8,2,6,281837,5127,4615,0.9821336474261579,0.017866352573842014
traces/long.trace,8,3,2,254145,32819,32051,0.8856337380298575,0.1143662619701426
traces/long.trace,8,3,3,270562,16402,15634,0.9428430046974533,0.05715699530254666
traces/long.trace,8,3,4,278763,8201,7433,0.9714215023487267,0.02857849765127333
traces/long.trace,8,3,5,280813,6151,5383,0.9785652555721275,0.021434744427872486
traces/long.trace,8,3,6,281840,5124,4356,0.9821441016991679,0.01785589830083216
traces/long.trace,8,4,2,254145,32819,31795,0.8856337380298575,0.1143662619701426
traces/long.trace,8,4,3,270566,16398,15374,0.9428569437281331,0.05714305627186685
traces/long.trace,8,4,4,278763,8201,7177,0.9714215023487267,0.02857849765127333
traces/long.trace,8,4,5,280813,6151,5127,0.9785652555721275,0.021434744427872486
traces/long.trace,8,4,6,284369,2595,1571,0.9909570538464755,0.009042946153524484
traces/long.trace,8,5,2,254177,32787,31507,0.8857452502752958,0.11425474972470415
traces/long.trace,8,5,3,270566,16398,15118,0.9428569437281331,0.05714305627186685
traces/long.trace,8,5,4,278763,8201,6921,0.9714215023487267,0.02857849765127333
traces/long.trace,8,5,5,280813,6151,4871,0.9785652555721275,0.021434744427872486
traces/long.trace,8,5,6,284783,2181,901,0.9923997435218355,0.0076002564781645085
traces/long.trace,8,6,2,254177,32787,31251,0.8857452502752958,0.11425474972470415
traces/long.trace,8,6,3,270566,16398,14862,0.9428569437281331,0.05714305627186685
traces/long.trace,8,6,4,278763,8201,6665,0.9714215023487267,0.02857849765127333
traces/long.trace,8,6,5,280813,6151,4615,0.9785652555721275,0.021434744427872486
traces/long.trace,8,6,6,284784,2180,644,0.9924032282795054,0.007596771720494557
traces/long.trace,8,7,2,254177,32787,30995,0.8857452502752958,0.11425474972470415
traces/long.trace,8,7,3,270566,16398,14606,0.9428569437281331,0.05714305627186685
traces/long.trace,8,7,4,278763,8201,6409,0.9714215023487267,0.02857849765127333
traces/long.trace,8,7,5,280813,6151,4359,0.9785652555721275,0.021434744427872486
traces/long.trace,8,7,6,284830,2134,342,0.9925635271323232,0.0074364728676767815
traces/long.trace,8,8,2,254177,32787,30739,0.8857452502752958,0.11425474972470415
traces/long.trace,8,8,3,270566,16398,14350,0.9428569437281331,0.05714305627186685
traces/long.trace,8,8,4,278763,8201,6153,0.9714215023487267,0.02857849765127333
traces/long.trace,8,8,5,282271,4693,2645,0.983646032254917,0.016353967745083006
traces/long.trace,8,8,6,284911,2053,5,0.9928457925035893,0.0071542074964107
